status,price,bed,bath,acre_lot,city,state,zip_code,house_size,price_per_sqft,bed_bath_ratio,market_segment,luxury_flag,lot_size_bucket,listing_year,listing_month,prev_sold_date
for_sale,765000.0,5.0,4.0,0.14,Castle Rock,Colorado,80109.0,3771.0,202.86,1.25,premium,False,small,2011.0,2011-09,2011-09-08
for_sale,324900.0,3.0,2.0,0.32,Rice,Minnesota,56367.0,1267.0,256.43,1.5,mid_market,False,standard,2017.0,2017-09,2017-09-18
for_sale,319000.0,2.0,1.0,,,California,92637.0,1000.0,319.0,2.0,mid_market,False,tiny,,,
sold,11000000.0,5.0,7.0,1146.72,Winona,Texas,75792.0,5000.0,2200.0,0.714,luxury,True,estate,2022.0,2022-04,2022-04-12
for_sale,480000.0,4.0,4.0,0.49,Grand Ledge,Michigan,48837.0,4037.0,118.9,1.0,mid_market,False,standard,2021.0,2021-04,2021-04-13
sold,1100000.0,4.0,3.0,0.19,Scottsdale,Arizona,85250.0,2193.0,501.6,1.333,luxury,True,small,2022.0,2022-04,2022-04-26
for_sale,2682000.0,4.0,3.0,0.13,Los Angeles,California,90066.0,2368.0,1132.6,1.333,luxury,True,small,1998.0,1998-10,1998-10-30
for_sale,490000.0,4.0,3.0,0.93,North Haven,Connecticut,6473.0,1482.0,330.63,1.333,mid_market,False,standard,2011.0,2011-05,2011-05-20
for_sale,449900.0,3.0,2.0,1.0,New River,Arizona,85087.0,1710.0,263.1,1.5,mid_market,False,standard,,,
sold,375000.0,2.0,1.0,0.13,Lawrence,Massachusetts,1843.0,1120.0,334.82,2.0,mid_market,False,small,2022.0,2022-02,2022-02-18
for_sale,565000.0,3.0,3.0,0.03,Santa Fe Springs,California,90670.0,,426.42,1.0,premium,False,tiny,2013.0,2013-11,2013-11-05
sold,155000.0,2.0,2.0,,Hainesville,Illinois,60073.0,1088.0,142.46,1.0,budget,False,tiny,2021.0,2021-12,2021-12-30
for_sale,514900.0,3.0,2.0,2.23,Morristown,Arizona,85342.0,1707.0,301.64,1.5,premium,False,large,,,
sold,459900.0,5.0,3.0,0.25,Temple Hills,Maryland,20748.0,2865.0,160.52,1.667,mid_market,False,small,2021.0,2021-12,2021-12-20
sold,525000.0,2.0,2.0,,Canton,Massachusetts,2021.0,1802.0,291.34,1.0,premium,False,tiny,2022.0,2022-01,2022-01-10
sold,429000.0,3.0,3.0,0.17,Friendswood,Texas,77546.0,3466.0,123.77,1.0,mid_market,False,small,2022.0,2022-02,2022-02-23
for_sale,540000.0,2.0,3.0,,Hopkinton,Massachusetts,1748.0,2800.0,192.86,0.667,premium,False,tiny,2013.0,2013-04,2013-04-05
sold,150000.0,4.0,3.0,0.06,Schenectady,New York,12308.0,1520.0,98.68,1.333,budget,False,tiny,2021.0,2021-10,2021-10-22
sold,675000.0,4.0,3.0,1.59,Stevensville,Montana,59870.0,2500.0,270.0,1.333,premium,False,large,2021.0,2021-11,2021-11-12
for_sale,199900.0,2.0,2.0,,Branford,Connecticut,6405.0,1065.0,187.7,1.0,budget,False,tiny,2004.0,2004-08,2004-08-04
for_sale,389900.0,4.0,2.0,0.24,Yukon,Oklahoma,73099.0,2491.0,156.52,2.0,mid_market,False,small,2011.0,2011-10,2011-10-31
for_sale,2850000.0,3.0,3.0,2.5,Wenatchee,Washington,98801.0,5020.0,567.73,1.0,luxury,True,large,2016.0,2016-06,2016-06-13
for_sale,1350000.0,3.0,3.0,1.25,Gold Canyon,Arizona,85118.0,2731.0,494.32,1.0,luxury,True,large,2015.0,2015-03,2015-03-02
for_sale,549900.0,3.0,2.0,0.13,Sacramento,California,95831.0,1540.0,357.08,1.5,premium,False,small,1999.0,1999-02,1999-02-02
for_sale,475000.0,6.0,6.0,,Screven,Georgia,31560.0,3827.0,124.12,1.0,mid_market,False,standard,2016.0,2016-04,2016-04-26
sold,864630.0,4.0,3.0,0.23,Carson City,Nevada,89703.0,2453.0,352.48,1.333,premium,False,small,2022.0,2022-04,2022-04-29
sold,369900.0,3.0,3.0,0.39,Orlando,Florida,32807.0,1747.0,211.73,1.0,mid_market,False,standard,2021.0,2021-11,2021-11-19
for_sale,599988.0,3.0,4.0,0.03,Bronx,New York,10469.0,1536.0,390.62,0.75,premium,False,tiny,2022.0,2022-02,2022-02-07
for_sale,725000.0,3.0,2.0,1.0,Centre,Alabama,35960.0,1568.0,462.37,1.5,premium,False,standard,,,
sold,499900.0,5.0,3.0,0.14,Fort Worth,Texas,76244.0,2772.0,180.34,1.667,premium,False,small,2022.0,2022-01,2022-01-11
for_sale,900000.0,3.0,,0.14,Denver,Colorado,80211.0,2426.0,370.98,1.5,premium,False,small,2007.0,2007-05,2007-05-23
for_sale,550000.0,3.0,2.0,10.97,Gonzales,Texas,78629.0,1770.0,310.73,1.5,premium,False,estate,2016.0,2016-08,2016-08-05
for_sale,298990.0,3.0,3.0,0.03,Wilmington,North Carolina,28405.0,1990.0,150.25,1.0,mid_market,False,tiny,,,
sold,727550.0,2.0,2.0,0.01,Seattle,Washington,98102.0,891.0,816.55,1.0,premium,False,tiny,2022.0,2022-04,2022-04-21
for_sale,170000.0,3.0,2.0,0.21,Bossier City,Louisiana,71111.0,1301.0,130.67,1.5,budget,False,small,2021.0,2021-09,2021-09-10
sold,310000.0,3.0,2.0,0.19,Prescott Valley,Arizona,86314.0,1275.0,243.14,1.5,mid_market,False,small,2022.0,2022-04,2022-04-19
for_sale,590000.0,3.0,3.0,0.3,Surf City,North Carolina,28445.0,2233.0,264.22,1.0,premium,False,standard,,,
for_sale,3495000.0,6.0,6.0,0.08,Isle of Palms,South Carolina,29451.0,3312.0,1055.25,1.0,luxury,True,tiny,2012.0,2012-08,2012-08-31
for_sale,1845000.0,3.0,4.0,5.91,Los Angeles,California,90067.0,2834.0,651.02,0.75,luxury,True,estate,1997.0,1997-10,1997-10-14
sold,325000.0,4.0,2.0,0.21,Orlando,Florida,32825.0,1715.0,189.5,2.0,mid_market,False,small,2021.0,2021-11,2021-11-23
sold,179999.0,4.0,2.0,0.15,Houston,Texas,77023.0,1485.0,121.21,2.0,budget,False,small,2022.0,2022-01,2022-01-27
for_sale,373550.0,4.0,4.0,,Chesterfield,Virginia,23832.0,2198.0,169.95,1.0,mid_market,False,tiny,,,
for_sale,342500.0,4.0,3.0,0.28,Cape Carteret,North Carolina,28584.0,2239.0,152.97,1.333,mid_market,False,standard,2019.0,2019-06,2019-06-04
for_sale,225000.0,3.0,2.0,0.91,Amery,Wisconsin,54001.0,1728.0,130.21,1.5,budget,False,standard,2001.0,2001-06,2001-06-12
sold,5500000.0,4.0,7.0,0.08,Washington,District of Columbia,20007.0,5807.0,947.13,0.571,luxury,True,tiny,2022.0,2022-04,2022-04-15
sold,575000.0,3.0,2.0,0.24,Grand Terrace,California,92313.0,1871.0,307.32,1.5,premium,False,small,2022.0,2022-03,2022-03-16
for_sale,69900.0,3.0,1.0,0.09,Rochester,New York,14621.0,1391.0,50.25,3.0,budget,False,tiny,1994.0,1994-02,1994-02-22
for_sale,579900.0,3.0,2.0,0.23,Seminole,Florida,33776.0,1560.0,371.73,1.5,premium,False,small,2022.0,2022-01,2022-01-07
for_sale,189000.0,3.0,2.0,0.27,Winterville,North Carolina,28590.0,1149.0,164.49,1.5,budget,False,standard,,,
for_sale,310000.0,3.0,2.0,0.24,Delavan,Wisconsin,53115.0,1300.0,238.46,1.5,mid_market,False,small,2021.0,2021-05,2021-05-03
for_sale,155000.0,2.0,2.0,0.66,Frankfort,Kentucky,40601.0,1629.0,95.15,1.0,budget,False,standard,1987.0,1987-07,1987-07-01
sold,159000.0,2.0,1.0,0.13,Savannah,Georgia,31419.0,944.0,168.43,2.0,budget,False,small,2021.0,2021-12,2021-12-23
sold,400000.0,3.0,2.0,0.14,Phoenix,Arizona,85043.0,1653.0,241.98,1.5,mid_market,False,small,2022.0,2022-04,2022-04-11
sold,949000.0,4.0,4.0,0.02,Brooklyn,New York,11214.0,2320.0,409.05,1.0,premium,False,tiny,2021.0,2021-12,2021-12-06
for_sale,1290000.0,2.0,2.0,13.53,Los Angeles,California,90067.0,1580.0,816.46,1.0,luxury,True,estate,1991.0,1991-05,1991-05-09
for_sale,359000.0,3.0,2.0,1.0,Millsboro,Delaware,19966.0,1400.0,256.43,1.5,mid_market,False,standard,,,
sold,3490000.0,5.0,5.0,0.74,Annapolis,Maryland,21409.0,5094.0,685.12,1.0,luxury,True,standard,2021.0,2021-10,2021-10-29
for_sale,499000.0,4.0,4.0,0.08,Brandywine,Maryland,20613.0,2114.0,236.05,1.0,premium,False,tiny,2012.0,2012-01,2012-01-13
for_sale,550000.0,4.0,3.0,0.1,Miami,Florida,33193.0,2135.0,257.61,1.333,premium,False,tiny,,,
sold,135000.0,3.0,2.0,0.29,Conway,South Carolina,29526.0,1560.0,86.54,1.5,budget,False,standard,2022.0,2022-04,2022-04-12
sold,279900.0,3.0,2.0,0.66,Duluth,Georgia,30096.0,1690.0,165.62,1.5,mid_market,False,standard,2022.0,2022-03,2022-03-30
sold,297500.0,3.0,3.0,2.56,Harriman,Tennessee,37748.0,2856.0,104.17,1.0,mid_market,False,large,2022.0,2022-04,2022-04-22
sold,154900.0,3.0,1.0,,Varna,Illinois,61375.0,1032.0,150.1,3.0,budget,False,tiny,2021.0,2021-11,2021-11-05
sold,399000.0,2.0,1.0,1.89,Grass Valley,California,95945.0,1456.0,274.04,2.0,mid_market,False,large,2021.0,2021-12,2021-12-02
for_sale,220000.0,2.0,3.0,,Woodstown,New Jersey,8098.0,1908.0,115.3,0.667,budget,False,tiny,,,
sold,429000.0,1.0,3.0,0.27,Westerly,Rhode Island,2891.0,1777.0,241.42,0.333,mid_market,False,standard,2021.0,2021-12,2021-12-31
sold,229900.0,3.0,1.0,0.18,Elk Grove Village,Illinois,60007.0,1050.0,218.95,3.0,budget,False,small,2021.0,2021-12,2021-12-14
sold,325000.0,4.0,3.0,0.15,Sugar Land,Texas,77479.0,2336.0,139.13,1.333,mid_market,False,small,2021.0,2021-12,2021-12-23
for_sale,549900.0,4.0,3.0,0.66,Cambridge,Wisconsin,53523.0,3222.0,170.67,1.333,premium,False,standard,1999.0,1999-09,1999-09-07
sold,130000.0,4.0,2.0,0.26,Moundridge,Kansas,67107.0,1912.0,67.99,2.0,budget,False,standard,2021.0,2021-11,2021-11-08
sold,384000.0,3.0,2.0,0.36,Elko New Market,Minnesota,55054.0,1525.0,251.8,1.5,mid_market,False,standard,2022.0,2022-02,2022-02-25
sold,510000.0,3.0,2.0,0.35,Walpole,Massachusetts,2081.0,1666.0,306.12,1.5,premium,False,standard,2021.0,2021-12,2021-12-23
for_sale,1275000.0,4.0,3.0,,Orange Park,Florida,32073.0,3496.0,364.7,1.333,luxury,True,tiny,,,
for_sale,415000.0,3.0,3.0,,Lafayette,Oregon,97127.0,1402.0,296.01,1.0,mid_market,False,standard,2007.0,2007-11,2007-11-20
for_sale,289900.0,3.0,2.0,0.14,Sellersville,Pennsylvania,18960.0,1483.0,195.48,1.5,mid_market,False,small,2002.0,2002-05,2002-05-30
for_sale,529900.0,2.0,2.0,,Largo,Florida,33774.0,1225.0,432.57,1.0,premium,False,tiny,2017.0,2017-04,2017-04-12
sold,599000.0,2.0,2.0,,Oakland,California,94610.0,1195.0,501.26,1.0,premium,False,tiny,2022.0,2022-03,2022-03-02
sold,125000.0,2.0,2.0,,Cortland,Ohio,44410.0,1562.0,80.03,1.0,budget,False,tiny,2022.0,2022-03,2022-03-02
for_sale,374900.0,3.0,3.0,0.21,Mechanicsburg,Pennsylvania,17050.0,,184.32,1.0,mid_market,False,small,2010.0,2010-05,2010-05-10
sold,365000.0,4.0,4.0,0.37,Fredericksburg,Virginia,22407.0,2532.0,144.15,1.0,mid_market,False,standard,2022.0,2022-01,2022-01-07
for_sale,849000.0,3.0,3.0,,Wilton,Connecticut,6897.0,2140.0,396.73,1.0,premium,False,tiny,2015.0,2015-06,2015-06-12
for_sale,190000.0,1.0,2.0,,West Palm Beach,Florida,33401.0,1116.0,170.25,0.5,budget,False,tiny,2003.0,2003-09,2003-09-19
for_sale,649000.0,3.0,3.0,12.3,Medina,Ohio,44256.0,2800.0,231.79,1.0,premium,False,estate,,,
for_sale,928940.0,4.0,4.0,,Ponte Vedra,Florida,32081.0,2838.0,327.32,1.0,premium,False,tiny,,,
sold,649000.0,3.0,2.0,3.11,Santa Fe,New Mexico,87505.0,1720.0,377.33,1.5,premium,False,large,2021.0,2021-12,2021-12-01
for_sale,900000.0,3.0,3.0,0.13,Miami,Florida,33182.0,2676.0,336.32,1.0,premium,False,small,2021.0,2021-01,2021-01-11
for_sale,465200.0,3.0,2.0,,Quincy,Washington,98848.0,2061.0,225.72,1.5,mid_market,False,tiny,,,
sold,739000.0,4.0,3.0,0.31,Redlands,California,92373.0,2200.0,335.91,1.333,premium,False,standard,2021.0,2021-12,2021-12-06
for_sale,389000.0,3.0,2.0,0.25,Upper Marlboro,Maryland,20772.0,1632.0,238.36,1.5,mid_market,False,small,2021.0,2021-08,2021-08-09
sold,215000.0,3.0,2.0,0.13,Charlotte,North Carolina,28216.0,1018.0,211.2,1.5,budget,False,small,2021.0,2021-11,2021-11-10
sold,689999.0,2.0,1.0,0.13,Downey,California,90241.0,822.0,839.41,2.0,premium,False,small,2022.0,2022-03,2022-03-22
for_sale,681467.0,5.0,4.0,0.31,Westfield,Indiana,46074.0,4158.0,163.89,1.25,premium,False,standard,,,
for_sale,650000.0,3.0,2.0,0.24,Austin,Texas,78758.0,1576.0,412.44,1.5,premium,False,small,1994.0,1994-12,1994-12-30
for_sale,449900.0,3.0,2.0,0.23,Port Charlotte,Florida,33948.0,1950.0,230.72,1.5,mid_market,False,small,,,
for_sale,399900.0,6.0,3.0,0.07,New Bedford,Massachusetts,2746.0,2872.0,139.24,2.0,mid_market,False,tiny,1994.0,1994-10,1994-10-31
for_sale,337500.0,4.0,3.0,0.61,Tulsa,Oklahoma,74136.0,2476.0,136.31,1.333,mid_market,False,standard,1995.0,1995-09,
for_sale,509120.0,3.0,2.0,0.21,Richland,Washington,99352.0,1766.0,288.29,1.5,premium,False,small,2022.0,2022-07,2022-07-28
for_sale,529500.0,4.0,4.0,0.19,Bluffton,South Carolina,29909.0,3181.0,166.46,1.0,premium,False,small,2017.0,2017-05,2017-05-01
sold,799900.0,4.0,3.0,0.59,Sandwich,Massachusetts,2563.0,2162.0,369.98,1.333,premium,False,standard,2022.0,2022-01,2022-01-28
sold,250000.0,2.0,2.0,0.08,Dallas,Texas,75287.0,1017.0,,1.0,mid_market,False,tiny,2022.0,2022-02,2022-02-10
for_sale,305950.0,3.0,2.0,0.15,Kingman,Arizona,86409.0,1455.0,210.27,1.5,mid_market,False,small,2021.0,2021-08,2021-08-24
sold,725000.0,4.0,4.0,2.73,Woodburn,Oregon,97071.0,2774.0,261.36,1.0,premium,False,large,2022.0,2022-03,2022-03-22
for_sale,474844.0,4.0,2.0,,Alexandria,Kentucky,41001.0,2731.0,173.87,2.0,mid_market,False,tiny,,,
sold,979000.0,2.0,2.0,0.58,Fremont,California,94555.0,1161.0,843.24,1.0,premium,False,standard,2022.0,2022-03,2022-03-02
for_sale,415000.0,3.0,3.0,0.5,Grafton,Ohio,44044.0,4108.0,101.02,1.0,mid_market,False,standard,2005.0,2005-06,2005-06-21
for_sale,104900.0,2.0,2.0,0.3,Hot Springs,Arkansas,71901.0,924.0,113.53,1.0,budget,False,standard,,,
sold,285000.0,4.0,1.0,0.15,Black Mountain,North Carolina,28711.0,1334.0,213.64,4.0,mid_market,False,small,2021.0,2021-11,2021-11-15
sold,309900.0,2.0,2.0,,Dracut,Massachusetts,1826.0,1280.0,242.11,1.0,mid_market,False,tiny,2022.0,2022-04,2022-04-15
for_sale,659000.0,2.0,2.0,0.04,Brooklyn,New York,11229.0,980.0,672.45,1.0,premium,False,tiny,2014.0,2014-10,2014-10-01
sold,1700000.0,3.0,4.0,,Gloucester,Massachusetts,1930.0,2460.0,691.06,0.75,luxury,True,tiny,2022.0,2022-04,2022-04-01
sold,675000.0,4.0,3.0,0.36,Colleyville,Texas,76034.0,2492.0,270.87,1.333,premium,False,standard,2022.0,2022-03,2022-03-15
for_sale,495000.0,3.0,2.0,0.09,Reno,Nevada,89512.0,1056.0,468.75,1.5,premium,False,tiny,2021.0,2021-12,2021-12-10
sold,319000.0,2.0,2.0,0.12,Margate,Florida,33063.0,1587.0,201.01,1.0,mid_market,False,small,2022.0,2022-01,2022-01-14
for_sale,184900.0,3.0,2.0,,Wrens,Georgia,30833.0,2080.0,88.89,1.5,budget,False,tiny,2006.0,2006-08,2006-08-21
for_sale,1049000.0,5.0,5.0,0.39,Plymouth,Minnesota,55446.0,5742.0,182.69,1.0,luxury,True,standard,2020.0,2020-07,2020-07-20
sold,2700000.0,4.0,6.0,0.23,Parker,Arizona,85344.0,4750.0,568.42,0.667,luxury,True,small,2022.0,2022-02,2022-02-25
for_sale,650000.0,3.0,4.0,3.0,Conroe,Texas,77303.0,2332.0,278.73,0.75,premium,False,large,2019.0,2019-12,2019-12-18
for_sale,229900.0,4.0,2.0,0.58,Fairplay,Maryland,21733.0,2944.0,78.09,2.0,budget,False,standard,1987.0,1987-12,1987-12-08
sold,508990.0,5.0,,0.18,Hemet,California,92543.0,2537.0,200.63,1.667,premium,False,small,2022.0,2022-03,2022-03-17
sold,425000.0,3.0,3.0,0.29,Orland Park,Illinois,60467.0,2061.0,206.21,1.0,mid_market,False,standard,2022.0,2022-04,2022-04-11
for_sale,126000.0,4.0,2.0,2.01,Eros,Louisiana,71238.0,3420.0,36.84,2.0,budget,False,large,,,
sold,215000.0,3.0,2.0,,Lake in the Hills,Illinois,60156.0,1373.0,156.59,1.5,budget,False,tiny,2021.0,2021-11,2021-11-10
for_sale,135000.0,3.0,1.0,0.18,Park Forest,Illinois,60466.0,953.0,141.66,3.0,budget,False,small,2012.0,2012-11,2012-11-07
sold,379999.0,2.0,2.0,0.12,Tempe,Arizona,85282.0,1208.0,314.57,1.0,mid_market,False,small,2022.0,2022-01,2022-01-07
sold,415000.0,2.0,3.0,0.04,Hatfield,Pennsylvania,19440.0,2079.0,199.62,0.667,mid_market,False,tiny,2022.0,2022-01,2022-01-12
for_sale,284900.0,3.0,2.0,0.28,Marion,Arkansas,72364.0,2325.0,122.54,1.5,mid_market,False,standard,2018.0,2018-05,2018-05-17
sold,174000.0,3.0,1.0,1.08,Mantua,Ohio,44255.0,1176.0,147.96,3.0,budget,False,large,2022.0,2022-04,2022-04-15
for_sale,550000.0,2.0,2.0,,Denver,Colorado,80211.0,1131.0,486.3,1.0,premium,False,tiny,2007.0,2007-09,2007-09-01
for_sale,267235.0,4.0,4.0,0.12,Graniteville,South Carolina,29829.0,2362.0,113.14,1.0,mid_market,False,small,,,
for_sale,189000.0,3.0,2.0,0.7,Eatonton,Georgia,31024.0,1782.0,106.06,1.5,budget,False,standard,2022.0,2022-01,2022-01-21
for_sale,537000.0,6.0,4.0,0.19,Vero Beach,Florida,32967.0,3428.0,156.65,1.5,premium,False,small,2021.0,2021-11,2021-11-16
for_sale,200000.0,8.0,3.0,0.14,Alliance,Ohio,44601.0,3804.0,52.58,2.667,budget,False,small,1989.0,1989-05,1989-05-02
sold,2388000.0,3.0,2.0,0.15,Redwood City,California,94062.0,1778.0,1343.08,1.5,luxury,True,small,2022.0,2022-03,2022-03-21
for_sale,392040.0,3.0,3.0,,Locust,North Carolina,28097.0,2175.0,180.25,1.0,mid_market,False,tiny,,,
for_sale,394000.0,4.0,4.0,2.0,Williamson,Georgia,30292.0,2851.0,138.2,1.0,mid_market,False,large,2022.0,2022-04,2022-04-29
sold,458990.0,4.0,3.0,,Saint Augustine Beach,Florida,32086.0,2363.0,194.24,1.333,mid_market,False,tiny,2022.0,2022-01,2022-01-28
for_sale,1111900.0,4.0,4.0,,Saint Augustine,Florida,32092.0,3485.0,319.05,1.0,luxury,True,tiny,2003.0,2003-01,2003-01-22
sold,340000.0,2.0,2.0,0.17,Murrieta,California,92563.0,1830.0,185.79,1.0,mid_market,False,small,2022.0,2022-03,2022-03-03
sold,249900.0,2.0,2.0,0.13,Toms River,New Jersey,8757.0,1328.0,188.18,1.0,mid_market,False,small,2022.0,2022-03,2022-03-15
sold,600000.0,4.0,3.0,0.13,Tampa,Florida,33626.0,2930.0,,1.333,premium,False,small,2022.0,2022-01,2022-01-28
sold,449999.0,4.0,2.0,0.03,Antioch,California,94509.0,1342.0,335.32,2.0,mid_market,False,tiny,2022.0,2022-04,2022-04-15
sold,125000.0,4.0,3.0,0.18,Champaign,Illinois,61821.0,2693.0,46.42,1.333,budget,False,small,2022.0,2022-03,2022-03-14
sold,587500.0,5.0,5.0,,Evans,Georgia,30809.0,3440.0,170.78,1.0,premium,False,tiny,2022.0,2022-01,2022-01-21
for_sale,1185000.0,2.0,2.0,,Manhattan,New York,10030.0,1244.0,952.57,1.0,luxury,True,tiny,2007.0,2007-08,2007-08-10
for_sale,749000.0,4.0,4.0,0.29,Middletown,Rhode Island,2842.0,1825.0,410.41,1.0,premium,False,standard,2016.0,2016-03,2016-03-31
for_sale,65000.0,2.0,1.0,2.65,Oak Grove,Louisiana,71263.0,1070.0,60.75,2.0,budget,False,large,,,
sold,159900.0,3.0,3.0,0.21,Marshfield,Wisconsin,54449.0,1290.0,123.95,1.0,budget,False,small,2021.0,2021-11,2021-11-12
sold,4995000.0,3.0,4.0,0.14,San Francisco,California,94115.0,2731.0,1829.0,0.75,luxury,True,small,2021.0,2021-12,2021-12-07
sold,169900.0,2.0,2.0,0.27,Grand Mound,Iowa,52751.0,1620.0,104.88,1.0,budget,False,standard,2021.0,2021-12,2021-12-10
for_sale,531900.0,3.0,3.0,,Murfreesboro,Tennessee,37129.0,2224.0,239.16,1.0,premium,False,tiny,,,
for_sale,445000.0,4.0,2.0,1.06,Fredericksburg,Virginia,22406.0,2000.0,222.5,2.0,mid_market,False,large,2003.0,2003-08,2003-08-01
sold,1900000.0,5.0,4.0,2.44,Temecula,California,92592.0,3480.0,545.98,1.25,luxury,True,large,2022.0,2022-03,2022-03-04
sold,660000.0,5.0,6.0,0.75,Richmond Hill,Georgia,31324.0,3494.0,188.9,0.833,premium,False,standard,2021.0,2021-12,2021-12-22
for_sale,925000.0,4.0,3.0,0.3,Truckee,California,96161.0,1637.0,565.06,1.333,premium,False,standard,2022.0,2022-04,2022-04-15
for_sale,150000.0,6.0,2.0,,Buffalo,New York,14210.0,2552.0,58.78,3.0,budget,False,tiny,2017.0,2017-07,
sold,319900.0,3.0,2.0,0.11,Florence,Arizona,85132.0,1606.0,199.19,1.5,mid_market,False,small,2022.0,2022-02,2022-02-04
sold,300000.0,3.0,2.0,0.29,Bridgewater,Massachusetts,2324.0,1471.0,203.94,1.5,mid_market,False,standard,2022.0,2022-04,2022-04-01
sold,159900.0,3.0,2.0,0.05,Reading,Pennsylvania,19607.0,1176.0,135.97,1.5,budget,False,tiny,2022.0,2022-01,2022-01-14
sold,734900.0,5.0,3.0,0.15,Elk Grove,California,95757.0,3087.0,238.06,1.667,premium,False,small,2022.0,2022-02,2022-02-16
for_sale,135000.0,2.0,2.0,,Jacksonville,Florida,32210.0,1115.0,121.08,1.0,budget,False,tiny,2019.0,2019-01,2019-01-22
for_sale,180000.0,2.0,1.0,,Bonita Springs,Florida,34135.0,796.0,226.13,2.0,budget,False,tiny,2018.0,2018-10,2018-10-11
for_sale,2400000.0,4.0,4.0,0.36,Boca Raton,Florida,33486.0,4458.0,538.36,1.0,luxury,True,standard,2017.0,2017-02,2017-02-01
sold,137900.0,2.0,1.0,1.36,Mason City,Iowa,50401.0,784.0,175.89,2.0,budget,False,large,2022.0,2022-03,2022-03-04
sold,239900.0,3.0,2.0,0.35,Penfield,New York,14526.0,2232.0,107.48,1.5,mid_market,False,standard,2021.0,2021-11,2021-11-15
for_sale,819000.0,4.0,3.0,0.2,Herndon,Virginia,20170.0,3998.0,204.85,1.333,premium,False,small,2017.0,2017-11,2017-11-27
for_sale,185000.0,2.0,1.0,0.18,Tulsa,Oklahoma,74135.0,1066.0,173.55,2.0,budget,False,small,2018.0,2018-12,2018-12-28
for_sale,1495000.0,1.0,1.0,0.12,Seattle,Washington,98117.0,4500.0,332.22,1.0,luxury,True,small,,,
for_sale,573245.0,3.0,3.0,0.15,Charlottesville,Virginia,22901.0,2147.0,267.0,1.0,premium,False,small,2022.0,2022-02,2022-02-22
sold,234900.0,3.0,2.0,0.35,Waynesboro,Virginia,22980.0,2072.0,113.37,1.5,budget,False,standard,2021.0,2021-12,2021-12-10
for_sale,239999.0,3.0,1.0,0.09,Capitol Heights,Maryland,20743.0,700.0,342.86,3.0,mid_market,False,tiny,2021.0,2021-01,2021-01-12
for_sale,289900.0,3.0,2.0,0.2,Brunswick,Georgia,31525.0,1631.0,177.74,1.5,mid_market,False,small,,,
for_sale,285070.0,3.0,2.0,0.25,Port Charlotte,Florida,33981.0,1389.0,205.23,1.5,mid_market,False,small,2021.0,2021-03,2021-03-26
sold,785000.0,4.0,2.0,0.15,La Mirada,California,90638.0,1445.0,543.25,2.0,premium,False,small,2022.0,2022-01,2022-01-31
for_sale,560000.0,4.0,3.0,0.28,Stamford,Connecticut,6905.0,2492.0,224.72,1.333,premium,False,standard,,,
for_sale,193000.0,3.0,3.0,0.28,Bouse,Arizona,85325.0,784.0,246.17,1.0,budget,False,standard,,,
for_sale,236000.0,4.0,2.0,0.12,Blaine,Minnesota,55434.0,1611.0,146.49,2.0,mid_market,False,small,2014.0,2014-07,2014-07-21
sold,425000.0,4.0,3.0,0.23,Rowlett,Texas,75088.0,2684.0,158.35,1.333,mid_market,False,small,2022.0,2022-01,2022-01-14
for_sale,699000.0,2.0,1.0,0.13,East Quogue,New York,11942.0,928.0,753.23,2.0,premium,False,small,2003.0,2003-03,2003-03-25
sold,400000.0,3.0,3.0,10.0,Eatonton,Georgia,31024.0,2312.0,173.01,1.0,mid_market,False,estate,2022.0,2022-04,2022-04-19
sold,370570.0,2.0,3.0,0.03,Vancouver,Washington,98684.0,1493.0,248.2,0.667,mid_market,False,tiny,2022.0,2022-04,2022-04-01
for_sale,715000.0,2.0,1.0,,Oak Bluffs,Massachusetts,2557.0,531.0,1346.52,2.0,premium,False,tiny,,,
for_sale,489000.0,3.0,2.0,0.43,Thayne,Wyoming,83127.0,1380.0,354.35,1.5,mid_market,False,standard,,,
sold,499000.0,2.0,1.0,0.15,Orlando,Florida,32806.0,1424.0,350.42,2.0,premium,False,small,2022.0,2022-02,2022-02-17
for_sale,36900.0,3.0,2.0,,Lewistown,Pennsylvania,17044.0,980.0,37.65,1.5,budget,False,tiny,,,
sold,425000.0,4.0,3.0,0.26,Fort Worth,Texas,76052.0,2629.0,161.66,1.333,mid_market,False,standard,2022.0,2022-03,2022-03-07
for_sale,469900.0,2.0,2.0,,Happy Valley,Oregon,97086.0,1908.0,246.28,1.0,mid_market,False,tiny,2015.0,2015-03,2015-03-12
sold,390800.0,3.0,3.0,0.53,Kanab,Utah,84741.0,1433.0,272.71,1.0,mid_market,False,standard,2021.0,2021-12,2021-12-03
sold,260000.0,4.0,2.0,0.2,Oklahoma City,Oklahoma,73159.0,2235.0,116.33,2.0,mid_market,False,small,2022.0,2022-04,2022-04-25
sold,130000.0,2.0,2.0,,Tampa,Florida,33613.0,943.0,137.86,1.0,budget,False,tiny,2022.0,2022-01,2022-01-10
sold,204000.0,3.0,1.0,,Woodbridge,Virginia,22192.0,1001.0,203.8,3.0,budget,False,tiny,2021.0,2021-11,2021-11-12
sold,280000.0,3.0,2.0,0.51,Dallastown,Pennsylvania,17313.0,1584.0,176.77,1.5,mid_market,False,standard,2022.0,2022-03,2022-03-16
